chrom	start	end	scalar	class
chr1	0	100000	1.0	None
chr1	100000	200000	1.0	None
chr1	200000	300000	1.0	None
chr1	300000	400000	1.0	None
chr1	400000	500000	1.0	None
chr1	500000	600000	1.0	None
chr1	600000	700000	1.0	None
chr1	700000	800000	1.0	None
chr1	800000	900000	1.0	None
chr1	900000	1000000	1.0	None
chr1	1000000	1100000	1.0	None
chr1	1100000	1200000	1.0	None
chr1	1200000	1300000	1.0	None
chr1	1300000	1400000	1.0	None
chr1	1400000	1500000	1.0	None
chr1	1500000	1600000	1.0	None
chr1	1600000	1700000	1.0	None
chr1	1700000	1800000	1.0	None
chr1	1800000	1900000	1.0	None
chr1	1900000	2000000	1.0	None
chr1	2000000	2100000	1.0	None
chr1	2100000	2200000	1.0	None
chr1	2200000	2300000	1.0	None
chr1	2300000	2400000	1.0	None
chr1	2400000	2500000	1.0	None
chr1	2500000	2600000	1.0	None
chr1	2600000	2700000	1.0	None
chr1	2700000	2800000	1.0	None
chr1	2800000	2900000	1.0	None
chr1	2900000	3000000	1.0	None
chr1	3000000	3100000	1.04381059090782	good
chr1	3100000	3200000	1.06935278947605	good
chr1	3200000	3300000	0.984544655891875	good
chr1	3300000	3400000	1.0312829971892699	good
chr1	3400000	3500000	0.993538805803168	good
chr1	3500000	3600000	1.0112922275253902	good
chr1	3600000	3700000	0.974262702943615	good
chr1	3700000	3800000	1.03982521519933	good
chr1	3800000	3900000	1.0631274248290798	good
chr1	3900000	4000000	0.986163606170287	good
chr1	4000000	4100000	1.00351757988584	good
chr1	4100000	4200000	1.02297769892992	good
chr1	4200000	4300000	1.06576566659403	good
chr1	4300000	4400000	1.00953930117741	good
chr1	4400000	4500000	0.9558678182874679	good
chr1	4500000	4600000	0.968618693121482	good
chr1	4600000	4700000	0.9197320600600191	good
chr1	4700000	4800000	0.991665186028932	good
chr1	4800000	4900000	1.1016781471706	good
chr1	4900000	5000000	0.924372991759244	good
chr1	5000000	5100000	1.0280268538738901	good
chr1	5100000	5200000	1.06577475234913	good
chr1	5200000	5300000	0.966327021908229	good
chr1	5300000	5400000	0.9816750664959559	good
chr1	5400000	5500000	1.02182994652199	good
chr1	5500000	5600000	1.0005396544283198	good
chr1	5600000	5700000	1.0055501765558499	good
chr1	5700000	5800000	1.0600418381551802	good
chr1	5800000	5900000	1.11539427974265	good
chr1	5900000	6000000	1.01856614529286	good
chr1	6000000	6100000	1.01199034207387	good
chr1	6100000	6200000	1.04903035269634	good
chr1	6200000	6300000	1.1983995649852601	good
chr1	6300000	6400000	1.03591834015456	good
chr1	6400000	6500000	1.02533413694917	good
chr1	6500000	6600000	0.9973469363816979	good
chr1	6600000	6700000	1.0236257575239	good
chr1	6700000	6800000	1.01567899444606	good
chr1	6800000	6900000	0.9461923662217779	good
chr1	6900000	7000000	1.0134885043811401	good
chr1	7000000	7100000	0.955639255440617	good
chr1	7100000	7200000	1.0768609344567301	good
chr1	7200000	7300000	1.0108791752584099	good
chr1	7300000	7400000	1.07838637600749	good
chr1	7400000	7500000	1.10394998063995	good
chr1	7500000	7600000	1.01507616110295	good
chr1	7600000	7700000	1.02430273315142	good
chr1	7700000	7800000	1.05297701100238	good
chr1	7800000	7900000	1.11363070372661	good
chr1	7900000	8000000	1.1338743726196598	good
chr1	8000000	8100000	1.0298150609253	good
chr1	8100000	8200000	1.1379303566373	good
chr1	8200000	8300000	1.0530578077944701	good
chr1	8300000	8400000	1.07307247696275	good
chr1	8400000	8500000	1.06187591475215	good
chr1	8500000	8600000	1.0545557224104	good
chr1	8600000	8700000	1.15220876687783	good
chr1	8700000	8800000	1.12398803182584	good
chr1	8800000	8900000	1.01661843466703	good
chr1	8900000	9000000	1.01006151256584	good
chr1	9000000	9100000	1.0972296899062701	good
chr1	9100000	9200000	1.10886751834118	good
chr1	9200000	9300000	1.08258229664573	good
chr1	9300000	9400000	1.0009848662129899	good
chr1	9400000	9500000	0.993660511414907	good
chr1	9500000	9600000	0.9689739194101179	good
chr1	9600000	9700000	0.983938101929738	good
chr1	9700000	9800000	1.15085642929903	good
chr1	9800000	9900000	0.9751180749734301	good
chr1	9900000	10000000	1.03965308704998	good
chr1	10000000	10100000	1.07517250047961	good
chr1	10100000	10200000	1.08282835836814	good
chr1	10200000	10300000	1.0040331370448101	good
chr1	10300000	10400000	0.9854848346078509	good
chr1	10400000	10500000	1.03464849449478	good
chr1	10500000	10600000	1.07425496613027	good
chr1	10600000	10700000	0.996908678669692	good
chr1	10700000	10800000	1.06733960737187	good
chr1	10800000	10900000	1.06951221233164	good
chr1	10900000	11000000	1.0467487249149101	good
chr1	11000000	11100000	0.998309738740029	good
chr1	11100000	11200000	0.9981026817986651	good
chr1	11200000	11300000	1.0598637941002198	good
chr1	11300000	11400000	0.9825546965544809	good
chr1	11400000	11500000	0.994867906297406	good
chr1	11500000	11600000	0.9832333356374631	good
chr1	11600000	11700000	1.1153705497806201	good
chr1	11700000	11800000	1.13807309927759	good
chr1	11800000	11900000	1.20763040557576	good
chr1	11900000	12000000	1.00842595806522	good
chr1	12000000	12100000	1.04621533379245	good
chr1	12100000	12200000	1.08544662954753	good
chr1	12200000	12300000	1.0824374521996998	good
chr1	12300000	12400000	1.0292451922824	good
chr1	12400000	12500000	1.018463626555	good
chr1	12500000	12600000	0.9868833353731852	good
chr1	12600000	12700000	1.0606786045537901	good
chr1	12700000	12800000	1.02586694726714	good
chr1	12800000	12900000	0.9493008798536658	good
chr1	12900000	13000000	0.909219139390079	good
chr1	13000000	13100000	0.914570509095921	good
chr1	13100000	13200000	0.911691294358775	good
chr1	13200000	13300000	0.993678323351187	good
chr1	13300000	13400000	0.98860416479876	good
chr1	13400000	13500000	0.9743102635143108	good
chr1	13500000	13600000	0.958653521829509	good
chr1	13600000	13700000	0.970187677368676	good
chr1	13700000	13800000	1.04864307609102	good
chr1	13800000	13900000	0.9752190800199542	good
chr1	13900000	14000000	0.957981948560991	good
chr1	14000000	14100000	0.996652878807132	good
chr1	14100000	14200000	0.970773759104082	good
chr1	14200000	14300000	0.9686896213043331	good
chr1	14300000	14400000	1.03105432816184	good
chr1	14400000	14500000	1.06643033312846	good
chr1	14500000	14600000	0.959183511886312	good
chr1	14600000	14700000	0.9431654172922459	good
chr1	14700000	14800000	0.930018268391084	good
chr1	14800000	14900000	0.9445256705386958	good
chr1	14900000	15000000	1.02277215467233	good
chr1	15000000	15100000	1.07276259126848	good
chr1	15100000	15200000	0.9841330061009821	good
chr1	15200000	15300000	0.992711850531342	good
chr1	15300000	15400000	0.9429013697901469	good
chr1	15400000	15500000	0.9636099000046021	good
chr1	15500000	15600000	0.9461331555197869	good
chr1	15600000	15700000	0.9131345130788979	good
chr1	15700000	15800000	1.0108238867680701	good
chr1	15800000	15900000	1.01584659421481	good
chr1	15900000	16000000	1.0169537687955998	good
chr1	16000000	16100000	0.957921968386047	good
chr1	16100000	16200000	0.975296018069659	good
chr1	16200000	16300000	0.949676677599147	good
chr1	16300000	16400000	1.00713275539285	good
chr1	16400000	16500000	1.07430402217965	good
chr1	16500000	16600000	1.02729308876256	good
chr1	16600000	16700000	1.1009697252646202	good
chr1	16700000	16800000	1.03882805828917	good
chr1	16800000	16900000	1.02726982871977	good
chr1	16900000	17000000	1.04435858048	good
chr1	17000000	17100000	1.00730225304845	good
chr1	17100000	17200000	0.975720417231539	good
chr1	17200000	17300000	1.12142250821209	good
chr1	17300000	17400000	1.1701090490856398	good
chr1	17400000	17500000	1.06148178071143	good
chr1	17500000	17600000	1.03535819298414	good
chr1	17600000	17700000	1.1151987637806102	good
chr1	17700000	17800000	1.0943106490598802	good
chr1	17800000	17900000	1.0225432481193	good
chr1	17900000	18000000	1.11619089453324	good
chr1	18000000	18100000	0.987070427890802	good
chr1	18100000	18200000	1.12059434937213	good
chr1	18200000	18300000	1.10848214902015	good
chr1	18300000	18400000	1.0505032090634598	good
chr1	18400000	18500000	1.10892176974465	good
chr1	18500000	18600000	1.12107553277542	good
chr1	18600000	18700000	1.12327554952124	good
chr1	18700000	18800000	1.0057334726320601	good
