chrom start end scalar class
chr1 0 50000 1 good
chr1 50000 100000 1 good
chr1 100000 150000 1 good
chr1 150000 200000 1 good
chr1 200000 250000 1 good
chr1 250000 300000 1 good
chr1 300000 350000 1 good
chr1 350000 400000 1 good
chr1 400000 450000 1 good
chr1 450000 500000 1 good
chr1 500000 550000 1 good
chr1 550000 600000 1 good
chr1 600000 650000 1.20922974591818 good
chr1 650000 700000 1 good
chr1 700000 750000 1 good
chr1 750000 800000 1.18939461943073 good
chr1 800000 850000 0.894197606208506 good
chr1 850000 900000 0.821232277089615 good
chr1 900000 950000 0.674464846995842 good
chr1 950000 1000000 0.725774529091108 good
chr1 1000000 1050000 0.73011017644279 good
chr1 1050000 1100000 0.735752169840277 good
chr1 1100000 1150000 0.799144435142935 good
chr1 1150000 1200000 0.728933971449725 good
chr1 1200000 1250000 0.708566155523788 good
chr1 1250000 1300000 0.767596778570573 good
chr1 1300000 1350000 0.671996498922687 good
chr1 1350000 1400000 0.839316283522474 good
chr1 1400000 1450000 0.8466481320262 good
chr1 1450000 1500000 0.891474892674557 good
chr1 1500000 1550000 0.840138961477494 good
chr1 1550000 1600000 0.86227137984028 good
chr1 1600000 1650000 0.792628822199553 good
chr1 1650000 1700000 1.05523387384521 good
chr1 1700000 1750000 1.18501436543575 good
chr1 1750000 1800000 0.875636873922426 good
chr1 1800000 1850000 1.09457563499368 good
chr1 1850000 1900000 0.975463322960924 good
chr1 1900000 1950000 0.760680991216378 good
chr1 1950000 2000000 0.795957032281984 good
chr1 2000000 2050000 0.728286730303619 good
chr1 2050000 2100000 0.770632383294039 good
chr1 2100000 2150000 0.740148436529808 good
chr1 2150000 2200000 0.714330423556899 good
chr1 2200000 2250000 0.793754577529794 good
chr1 2250000 2300000 0.740886209865072 good
chr1 2300000 2350000 0.658684065260489 good
chr1 2350000 2400000 0.772083764317737 good
chr1 2400000 2450000 1 good
chr1 2450000 2500000 1 good
chr1 2500000 2550000 1 good
chr1 2550000 2600000 0.70177849303559 good
chr1 2600000 2650000 0.71573519035448 good
chr1 2650000 2700000 0.890506018229256 good
chr1 2700000 2750000 1 good
chr1 2750000 2800000 1.03842755598744 good
chr1 2800000 2850000 0.674578117722491 good
chr1 2850000 2900000 1 good
chr1 2900000 2950000 1 good
chr1 2950000 3000000 0.703986589249168 good
chr1 3000000 3050000 0.67078280111212 good
chr1 3050000 3100000 0.658344170065657 good
