chrom	start	end	scalar	class
chr1	0	50000	1.37207961729404	good
chr1	50000	100000	1	None
chr1	100000	150000	1.33587688508665	good
chr1	150000	200000	1.32335010355141	good
chr1	200000	250000	1	None
chr1	250000	300000	1	None
chr1	300000	350000	1	None
chr1	350000	400000	1	None
chr1	400000	450000	1	None
chr1	450000	500000	1	None
chr1	500000	550000	1	None
chr1	550000	600000	1	None
chr1	600000	650000	1.1425178085933	good
chr1	650000	700000	1	None
chr1	700000	750000	1	None
chr1	750000	800000	1.12990617910529	good
chr1	800000	850000	0.926079854852144	good
chr1	850000	900000	0.870620543976211	good
chr1	900000	950000	0.750167172400091	good
chr1	950000	1000000	0.793377489807689	good
chr1	1000000	1050000	0.797401350822805	good
chr1	1050000	1100000	0.80242968654984	good
chr1	1100000	1150000	0.853576917503841	good
chr1	1150000	1200000	0.796430818396701	good
chr1	1200000	1250000	0.778995904361322	good
chr1	1250000	1300000	0.828269977016887	good
chr1	1300000	1350000	0.748234194229133	good
chr1	1350000	1400000	0.884647739740604	good
chr1	1400000	1450000	0.890557745204794	good
chr1	1450000	1500000	0.925095297493154	good
chr1	1500000	1550000	0.884777306807307	good
chr1	1550000	1600000	0.90243685032772	good
chr1	1600000	1650000	0.848336545331949	good
chr1	1650000	1700000	1.04203846675245	good
chr1	1700000	1750000	1.1268685290203	good
chr1	1750000	1800000	0.912874675891061	good
chr1	1800000	1850000	1.06859022358285	good
chr1	1850000	1900000	0.986576154306438	good
chr1	1900000	1950000	0.822800100222768	good
chr1	1950000	2000000	0.851220263225339	good
chr1	2000000	2050000	0.795174750582393	good
chr1	2050000	2100000	0.830328902333702	good
chr1	2100000	2150000	0.805755406091419	good
chr1	2150000	2200000	0.783436611855982	good
chr1	2200000	2250000	0.849092034027923	good
chr1	2250000	2300000	0.806477611432716	good
chr1	2300000	2350000	0.736459972504492	good
chr1	2350000	2400000	0.831692768335212	good
chr1	2400000	2450000	0.72346194406192	good
chr1	2450000	2500000	0.679203814197367	good
chr1	2500000	2550000	0.722465281749442	good
chr1	2550000	2600000	0.772933270398956	good
chr1	2600000	2650000	0.784922650578611	good
chr1	2650000	2700000	0.9240972381257	good
chr1	2700000	2750000	1	None
chr1	2750000	2800000	1.03036518912366	good
chr1	2800000	2850000	0.749927930606691	good
chr1	2850000	2900000	0.714552295200274	good
chr1	2900000	2950000	0.724090885744232	good
chr1	2950000	3000000	0.774291113578437	good
chr1	3000000	3050000	0.746533396227641	good
chr1	3050000	3100000	0.735210430449884	good
chr1	3100000	3150000	0.729778370931721	good
chr1	3150000	3200000	0.732254533419166	good
chr1	3200000	3250000	0.762569460414442	good
chr1	3250000	3300000	0.714183420757779	good
chr1	3300000	3350000	0.724690159264468	good
chr1	3350000	3400000	0.740288058353291	good
chr1	3400000	3450000	0.744624079660561	good
chr1	3450000	3500000	0.715526868496568	good
chr1	3500000	3550000	0.662211451301529	good
chr1	3550000	3600000	0.687720412593342	good
chr1	3600000	3650000	0.783797908548585	good
chr1	3650000	3700000	0.747501123659373	good
chr1	3700000	3750000	0.731723586884867	good
chr1	3750000	3800000	0.812666355197373	good
chr1	3800000	3850000	0.908974270926013	good
chr1	3850000	3900000	0.880844705513711	good
chr1	3900000	3950000	0.755852746392856	good
chr1	3950000	4000000	0.752776486238074	good
chr1	4000000	4050000	0.838706817579923	good
chr1	4050000	4100000	0.751864058023592	good
chr1	4100000	4150000	0.736188342610201	good
chr1	4150000	4200000	0.801991475945017	good
chr1	4200000	4250000	0.89080805652459	good
chr1	4250000	4300000	0.82780649831349	good
chr1	4300000	4350000	0.723514560044584	good
chr1	4350000	4400000	0.743621000371012	good
chr1	4400000	4450000	0.788640538605155	good
chr1	4450000	4500000	0.765576589930921	good
chr1	4500000	4550000	0.791456634655871	good
chr1	4550000	4600000	0.856853048341803	good
chr1	4600000	4650000	0.750809508649954	good
chr1	4650000	4700000	0.723774015400854	good
chr1	4700000	4750000	0.716434636676409	good
chr1	4750000	4800000	0.724706468613746	good
chr1	4800000	4850000	0.875899629340614	good
chr1	4850000	4900000	0.814453816332875	good
chr1	4900000	4950000	0.790182657838252	good
chr1	4950000	5000000	0.79511668163167	good
chr1	5000000	5050000	0.852875836509463	good
chr1	5050000	5100000	1.01666557445519	good
chr1	5100000	5150000	0.874347357715162	good
chr1	5150000	5200000	0.808965977977972	good
chr1	5200000	5250000	0.883417184774449	good
chr1	5250000	5300000	0.75216041537049	good
chr1	5300000	5350000	0.807837618106264	good
chr1	5350000	5400000	0.765036675685604	good
chr1	5400000	5450000	0.733685858745748	good
chr1	5450000	5500000	0.734293477372002	good
chr1	5500000	5550000	0.817528190307854	good
chr1	5550000	5600000	0.808975889245026	good
chr1	5600000	5650000	0.83011602403068	good
chr1	5650000	5700000	0.761129131324893	good
chr1	5700000	5750000	0.7386652107144	good
chr1	5750000	5800000	0.767457610022115	good
chr1	5800000	5850000	0.728302894708072	good
chr1	5850000	5900000	0.739686558568579	good
chr1	5900000	5950000	0.888648969808458	good
chr1	5950000	6000000	0.798799279423531	good
chr1	6000000	6050000	0.755674812129857	good
chr1	6050000	6100000	0.758138118913066	good
chr1	6100000	6150000	0.751650197961438	good
chr1	6150000	6200000	0.789779259585914	good
chr1	6200000	6250000	0.862586622175618	good
chr1	6250000	6300000	0.736981902539836	good
chr1	6300000	6350000	0.781499969807764	good
chr1	6350000	6400000	0.928520564354518	good
chr1	6400000	6450000	0.819798823692066	good
chr1	6450000	6500000	0.763409490054375	good
chr1	6500000	6550000	0.881118241421963	good
chr1	6550000	6600000	0.782066299169885	good
chr1	6600000	6650000	0.916832576388232	good
chr1	6650000	6700000	0.979352967704252	good
chr1	6700000	6750000	0.947503260733977	good
chr1	6750000	6800000	1.08135526817575	good
chr1	6800000	6850000	1.06280535873686	good
chr1	6850000	6900000	1.00631142580163	good
chr1	6900000	6950000	0.825729763692464	good
chr1	6950000	7000000	0.84509609226186	good
chr1	7000000	7050000	0.835912072447568	good
chr1	7050000	7100000	0.789567949439588	good
chr1	7100000	7150000	0.811502329382306	good
chr1	7150000	7200000	0.888669026938802	good
chr1	7200000	7250000	0.924969547705817	good
chr1	7250000	7300000	0.817940826524832	good
chr1	7300000	7350000	0.879370397939613	good
chr1	7350000	7400000	0.789562338330575	good
chr1	7400000	7450000	0.765085220444257	good
