chrom	start	end	scalar	class
chr1	0	100000	1	None
chr1	100000	200000	1.33620529735859	good
chr1	200000	300000	1	None
chr1	300000	400000	1	None
chr1	400000	500000	1	None
chr1	500000	600000	1	None
chr1	600000	700000	1.30948629491175	good
chr1	700000	800000	1.28718723868419	good
chr1	800000	900000	0.895439314503152	good
chr1	900000	1000000	0.767778086848987	good
chr1	1000000	1100000	0.796774422781883	good
chr1	1100000	1200000	0.821117492659119	good
chr1	1200000	1300000	0.799772514740828	good
chr1	1300000	1400000	0.807713504623279	good
chr1	1400000	1500000	0.905571841542185	good
chr1	1500000	1600000	0.891414675200062	good
chr1	1600000	1700000	0.933712391298128	good
chr1	1700000	1800000	1.00821295830113	good
chr1	1800000	1900000	1.02580360444962	good
chr1	1900000	2000000	0.83400517780764	good
chr1	2000000	2100000	0.809358284843868	good
chr1	2100000	2200000	0.791255192986881	good
chr1	2200000	2300000	0.824372679231191	good
chr1	2300000	2400000	0.777881381547015	good
chr1	2400000	2500000	0.696734263355553	good
chr1	2500000	2600000	0.74326315079014	good
chr1	2600000	2700000	0.846210317748532	good
chr1	2700000	2800000	1.26161038282883	good
chr1	2800000	2900000	0.728117698726928	good
chr1	2900000	3000000	0.744777039317371	good
chr1	3000000	3100000	0.737198935387038	good
chr1	3100000	3200000	0.7273135401521	good
chr1	3200000	3300000	0.733930171254178	good
chr1	3300000	3400000	0.728715142033616	good
chr1	3400000	3500000	0.726076067121183	good
chr1	3500000	3600000	0.670678820076124	good
chr1	3600000	3700000	0.761780361764635	good
chr1	3700000	3800000	0.766675206385921	good
chr1	3800000	3900000	0.892597992099186	good
chr1	3900000	4000000	0.750784726165061	good
chr1	4000000	4100000	0.789716593319168	good
chr1	4100000	4200000	0.764263780991889	good
chr1	4200000	4300000	0.855624113953425	good
chr1	4300000	4400000	0.729746389921339	good
chr1	4400000	4500000	0.773597217041568	good
chr1	4500000	4600000	0.819948972415121	good
chr1	4600000	4700000	0.733386405920609	good
chr1	4700000	4800000	0.716773734793036	good
chr1	4800000	4900000	0.841374673013706	good
chr1	4900000	5000000	0.789441390697751	good
chr1	5000000	5100000	0.925938673024402	good
chr1	5100000	5200000	0.837661910712315	good
chr1	5200000	5300000	0.809510123508489	good
chr1	5300000	5400000	0.782592838185936	good
chr1	5400000	5500000	0.730309938908207	good
chr1	5500000	5600000	0.810224583842942	good
chr1	5600000	5700000	0.790940180684917	good
chr1	5700000	5800000	0.74924749125536	good
chr1	5800000	5900000	0.730270705742343	good
chr1	5900000	6000000	0.838617230865259	good
chr1	6000000	6100000	0.753398210340956	good
chr1	6100000	6200000	0.76684594145686	good
chr1	6200000	6300000	0.791672483155185	good
chr1	6300000	6400000	0.846055698594748	good
chr1	6400000	6500000	0.787380718418005	good
chr1	6500000	6600000	0.825793577496081	good
chr1	6600000	6700000	0.945678370834141	good
chr1	6700000	6800000	1.00960308872244	good
chr1	6800000	6900000	1.03377889637028	good
chr1	6900000	7000000	0.83252134199961	good
chr1	7000000	7100000	0.809063072974108	good
chr1	7100000	7200000	0.84569609232465	good
chr1	7200000	7300000	0.86575614502624	good
chr1	7300000	7400000	0.829236393970235	good
chr1	7400000	7500000	0.721646517710254	good
chr1	7500000	7600000	0.737127966442183	good
chr1	7600000	7700000	0.718016701545369	good
chr1	7700000	7800000	0.991364461861177	good
chr1	7800000	7900000	1.03027779613576	good
chr1	7900000	8000000	1.04280801463246	good
chr1	8000000	8100000	1.03069390449387	good
chr1	8100000	8200000	0.991123017643694	good
chr1	8200000	8300000	0.971154944022155	good
chr1	8300000	8400000	0.830417910051844	good
chr1	8400000	8500000	1.0505101900216	good
chr1	8500000	8600000	1.11014159557209	good
chr1	8600000	8700000	1.09682167490388	good
chr1	8700000	8800000	1.12488833763682	good
chr1	8800000	8900000	0.967325261120004	good
chr1	8900000	9000000	0.945690662410584	good
chr1	9000000	9100000	0.887320128509788	good
chr1	9100000	9200000	0.894371543453226	good
chr1	9200000	9300000	0.845007097194035	good
chr1	9300000	9400000	0.754086594058063	good
chr1	9400000	9500000	0.864139964005938	good
chr1	9500000	9600000	0.981847238743434	good
chr1	9600000	9700000	0.9185093730632	good
chr1	9700000	9800000	0.954199311716729	good
chr1	9800000	9900000	0.854272712289644	good
chr1	9900000	10000000	1.06750504102652	good
chr1	10000000	10100000	1.07167099275377	good
chr1	10100000	10200000	1.04843716601175	good
chr1	10200000	10300000	1.13561099597013	good
chr1	10300000	10400000	1.06767905685626	good
chr1	10400000	10500000	0.984679438502307	good
chr1	10500000	10600000	1.04751757634473	good
chr1	10600000	10700000	0.758800066147089	good
chr1	10700000	10800000	0.77266967331838	good
chr1	10800000	10900000	0.801059047261327	good
chr1	10900000	11000000	0.864140882834762	good
chr1	11000000	11100000	0.904172252576925	good
chr1	11100000	11200000	0.940194888165914	good
chr1	11200000	11300000	0.964485597161542	good
chr1	11300000	11400000	0.794466571067441	good
chr1	11400000	11500000	0.766485412956342	good
chr1	11500000	11600000	0.767180655766417	good
chr1	11600000	11700000	0.810531401497741	good
chr1	11700000	11800000	0.79860714582136	good
chr1	11800000	11900000	0.830262581351583	good
chr1	11900000	12000000	0.899649392727055	good
chr1	12000000	12100000	0.854797549314273	good
chr1	12100000	12200000	0.786260521563636	good
chr1	12200000	12300000	0.971582467542166	good
chr1	12300000	12400000	1.01147491317401	good
chr1	12400000	12500000	0.938394147389251	good
chr1	12500000	12600000	0.835510672497421	good
chr1	12600000	12700000	0.862669855210195	good
chr1	12700000	12800000	0.889261783738278	good
chr1	12800000	12900000	1.02714965337876	good
chr1	12900000	13000000	1	None
chr1	13000000	13100000	1	None
chr1	13100000	13200000	1	None
chr1	13200000	13300000	1	None
chr1	13300000	13400000	1.03483011554098	good
chr1	13400000	13500000	0.900125574540543	good
chr1	13500000	13600000	0.861357497605492	good
chr1	13600000	13700000	0.992369349468854	good
chr1	13700000	13800000	1.02272841453403	good
chr1	13800000	13900000	0.843199695569008	good
chr1	13900000	14000000	0.878703320928379	good
chr1	14000000	14100000	0.88853627989941	good
chr1	14100000	14200000	0.873052875474455	good
chr1	14200000	14300000	0.87993237062476	good
chr1	14300000	14400000	0.911635198922703	good
chr1	14400000	14500000	0.886577277442925	good
chr1	14500000	14600000	0.84834698955738	good
chr1	14600000	14700000	0.836559840105778	good
chr1	14700000	14800000	0.792585672176463	good
chr1	14800000	14900000	0.775073248608997	good
chr1	14900000	15000000	0.79350314024744	good
chr1	15000000	15100000	0.772833204578432	good
chr1	15100000	15200000	0.791644237504301	good
chr1	15200000	15300000	0.905512057355805	good
