chrom start end scalar class
chr1 0 200000 1 good
chr1 200000 400000 1 good
chr1 400000 600000 1 good
chr1 600000 800000 1 good
chr1 800000 1000000 0.766876534438105 good
chr1 1000000 1200000 0.744767375247408 good
chr1 1200000 1400000 0.738616837044349 good
chr1 1400000 1600000 0.858577455835955 good
chr1 1600000 1800000 0.955103586582095 good
chr1 1800000 2000000 0.887255984268943 good
chr1 2000000 2200000 0.734336777206019 good
chr1 2200000 2400000 0.734638211909846 good
chr1 2400000 2600000 1 good
chr1 2600000 2800000 1.01707506144199 good
chr1 2800000 3000000 0.658738755984858 good
chr1 3000000 3200000 0.653979410043961 good
chr1 3200000 3400000 0.652933447793728 good
chr1 3400000 3600000 1 good
chr1 3600000 3800000 0.69125919868908 good
chr1 3800000 4000000 0.753118626174569 good
chr1 4000000 4200000 0.706156094768703 good
chr1 4200000 4400000 0.719211710127027 good
chr1 4400000 4600000 0.729358913462757 good
chr1 4600000 4800000 1 good
chr1 4800000 5000000 0.751899867046095 good
chr1 5000000 5200000 0.833950946508001 good
chr1 5200000 5400000 0.72902601784617 good
chr1 5400000 5600000 0.695956415500914 good
chr1 5600000 5800000 0.697537541646647 good
chr1 5800000 6000000 0.710836769326091 good
chr1 6000000 6200000 0.686361832441865 good
chr1 6200000 6400000 0.756058865328056 good
chr1 6400000 6600000 0.741550686872257 good
chr1 6600000 6800000 0.965017993542326 good
chr1 6800000 7000000 0.890322570966847 good
chr1 7000000 7200000 0.767205116852149 good
chr1 7200000 7400000 0.792397146336699 good
chr1 7400000 7600000 1 good
chr1 7600000 7800000 0.774497445939347 good
chr1 7800000 8000000 1.05164040695192 good
chr1 8000000 8200000 1.0135074773117 good
chr1 8200000 8400000 0.854436623544255 good
chr1 8400000 8600000 1.11672626238461 good
chr1 8600000 8800000 1.16553322160532 good
chr1 8800000 9000000 0.936806458170624 good
chr1 9000000 9200000 0.848592437004225 good
chr1 9200000 9400000 0.730404086110506 good
chr1 9400000 9600000 0.886218652668195 good
chr1 9600000 9800000 0.908863448502515 good
chr1 9800000 10000000 0.92670055396012 good
chr1 10000000 10200000 1.08678031941716 good
chr1 10200000 10400000 1.14959895537173 good
