chrom	start	end	scalar	class
chr1	0	200000	1	None
chr1	200000	400000	0.880155209369396	good
chr1	400000	600000	0.809850773137263	good
chr1	600000	800000	0.841449658831631	good
chr1	800000	1000000	0.870600378508059	good
chr1	1000000	1200000	1.03104382401415	good
chr1	1200000	1400000	0.925061116606713	good
chr1	1400000	1600000	0.704925788579274	good
chr1	1600000	1800000	0.778916462134167	good
chr1	1800000	2000000	0.69173004483221	good
chr1	2000000	2200000	1	None
chr1	2200000	2400000	0.707743733720581	good
chr1	2400000	2600000	0.654632901257553	good
chr1	2600000	2800000	0.657837264569209	good
chr1	2800000	3000000	0.689839711501196	good
chr1	3000000	3200000	0.716548941216064	good
chr1	3200000	3400000	0.722311880373099	good
chr1	3400000	3600000	0.682253931153497	good
chr1	3600000	3800000	0.689075884837644	good
chr1	3800000	4000000	0.681253855073724	good
chr1	4000000	4200000	0.685170731269563	good
chr1	4200000	4400000	0.684426955256944	good
chr1	4400000	4600000	0.764836975506138	good
chr1	4600000	4800000	0.760281833178297	good
chr1	4800000	5000000	0.659147872283283	good
chr1	5000000	5200000	0.697690084736165	good
chr1	5200000	5400000	0.656911372207243	good
chr1	5400000	5600000	0.686099766094301	good
chr1	5600000	5800000	0.698779535895548	good
chr1	5800000	6000000	0.763306523261755	good
chr1	6000000	6200000	0.8100936460736	good
chr1	6200000	6400000	1.03367217490176	good
chr1	6400000	6600000	0.748458372225726	good
chr1	6600000	6800000	0.813264941336265	good
chr1	6800000	7000000	0.760165378403892	good
chr1	7000000	7200000	0.641253493883119	good
chr1	7200000	7400000	0.899098669876186	good
chr1	7400000	7600000	1.01956712757085	good
chr1	7600000	7800000	0.958852927668987	good
chr1	7800000	8000000	0.935747419508053	good
chr1	8000000	8200000	1.11023461679919	good
chr1	8200000	8400000	1.10220967681671	good
chr1	8400000	8600000	0.837732918928005	good
chr1	8600000	8800000	0.829749513628363	good
chr1	8800000	9000000	0.807663413339824	good
chr1	9000000	9200000	0.849920335130273	good
chr1	9200000	9400000	0.906672967335875	good
chr1	9400000	9600000	0.962827950853082	good
